"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Percent of Fully Vaccinated Residents who Received a Booster Dose","Percent of Fully Vaccinated Staff who Received a Booster Dose","Date vaccination data last updated"
"505403","WA","92.7","100.0","85.3","50.7","03/20/2022"
"505404","WA","83.0","100.0","64.4","37.4","03/20/2022"
"505405","WA","90.0","100.0","81.5","24.3","03/20/2022"
"505406","WA","97.6","94.3","98.8","55.6","03/20/2022"
"505407","WA","91.4","90.5","79.2","36.0","03/20/2022"
"505409","WA","90.7","83.8","81.6","33.7","03/20/2022"
"505411","WA","89.6","87.1","86.0","33.9","03/20/2022"
"505412","WA","96.7","100.0","86.2","90.1","03/20/2022"
"505413","WA","92.5","88.2","67.3","41.3","03/20/2022"
"505414","WA","86.8","100.0","78.0","76.7","03/20/2022"
"505416","WA","98.2","94.1","88.2","40.3","03/20/2022"
"505417","WA","89.7","98.3","100.0","100.0","03/20/2022"
"505418","WA","100.0","100.0","91.3","66.9","03/20/2022"
"505421","WA","88.8","100.0","78.9","26.6","03/20/2022"
"505429","WA","91.9","77.6","32.4","48.9","03/20/2022"
"505430","WA","97.4","91.9","92.1","51.9","03/20/2022"
"505431","WA","100.0","92.9","91.5","54.9","03/20/2022"
"505434","WA","76.4","92.1","92.9","51.4","03/20/2022"
"505435","WA","96.1","100.0","82.8","26.0","03/20/2022"
"505436","WA","91.2","94.9","71.2","45.3","03/20/2022"
"505437","WA","100.0","89.7","100.0","40.0","03/20/2022"
"505439","WA","100.0","98.2","96.7","53.7","03/20/2022"
"505441","WA","85.5","83.2","79.2","48.8","03/20/2022"
"505442","WA","100.0","Not Available","98.5","Not Available","03/20/2022"
"505453","WA","92.6","100.0","76.0","39.0","03/20/2022"
"505454","WA","97.1","70.4","79.4","42.0","03/20/2022"
"505455","WA","95.7","96.0","97.0","47.6","03/20/2022"
"505463","WA","66.7","97.9","50.0","31.9","03/20/2022"
"505465","WA","89.2","84.5","88.8","67.0","03/20/2022"
"505469","WA","100.0","100.0","85.7","41.4","03/20/2022"
"505470","WA","100.0","100.0","97.0","80.0","03/20/2022"
"505473","WA","86.4","98.9","64.9","33.7","03/20/2022"
"505474","WA","96.2","95.2","87.3","53.4","03/20/2022"
"505475","WA","96.4","97.8","100.0","33.1","03/20/2022"
"505476","WA","96.2","99.4","96.0","70.2","03/20/2022"
"505478","WA","95.6","100.0","95.3","18.5","03/20/2022"
"505483","WA","79.5","96.2","75.7","45.3","03/20/2022"
"505484","WA","93.3","94.1","71.4","44.5","03/20/2022"
"505485","WA","87.4","92.4","78.8","30.9","03/20/2022"
"505488","WA","89.0","96.2","84.3","68.8","03/20/2022"
"505491","WA","80.5","92.2","68.2","70.2","03/20/2022"
"505493","WA","100.0","100.0","95.2","67.5","03/20/2022"
"505496","WA","83.1","94.8","85.9","59.4","03/20/2022"
"505498","WA","100.0","99.1","72.4","80.7","03/20/2022"
"505499","WA","94.1","93.0","82.5","40.3","03/20/2022"
"505500","WA","94.4","98.9","82.4","57.5","03/20/2022"
"505503","WA","80.9","93.0","80.6","37.6","03/20/2022"
"505504","WA","100.0","94.7","88.1","36.1","03/20/2022"
"505507","WA","92.7","92.8","63.2","34.4","03/20/2022"
"505509","WA","90.1","59.7","95.3","48.6","03/20/2022"
"505510","WA","95.0","93.7","84.2","13.5","03/20/2022"
"505512","WA","93.0","95.5","70.0","53.3","03/20/2022"
"505513","WA","93.1","98.0","80.6","21.8","03/20/2022"
"505514","WA","79.3","68.7","52.3","19.6","03/20/2022"
"505515","WA","90.9","88.9","75.0","83.3","03/20/2022"
"505516","WA","97.3","100.0","90.1","45.2","03/20/2022"
"505517","WA","98.4","100.0","96.2","25.2","03/20/2022"
"505518","WA","100.0","100.0","100.0","41.7","03/20/2022"
"505519","WA","87.0","89.0","35.8","21.6","03/20/2022"
"505520","WA","100.0","100.0","96.6","87.8","03/20/2022"
"505522","WA","87.1","92.6","70.4","67.9","03/20/2022"
"505525","WA","94.3","97.6","43.4","58.3","03/20/2022"
"505526","WA","73.5","91.7","57.4","21.2","03/20/2022"
"505527","WA","96.4","96.0","81.1","31.9","03/20/2022"
"505528","WA","94.1","93.8","78.1","35.6","03/20/2022"
"505529","WA","93.2","92.9","45.5","25.6","03/20/2022"
"505530","WA","96.7","99.3","91.4","24.7","03/20/2022"
"505531","WA","100.0","98.9","90.5","28.5","03/20/2022"
"505532","WA","100.0","95.7","82.9","81.3","03/20/2022"
"505533","WA","96.4","98.1","63.0","62.7","03/20/2022"
"505534","WA","78.1","98.8","70.2","29.9","03/20/2022"
"50A174","WA","88.9","83.7","81.3","39.0","03/20/2022"
"50A181","WA","100.0","92.8","91.7","23.4","03/20/2022"
"50A260","WA","98.1","100.0","96.2","49.4","03/20/2022"
"50A261","WA","93.6","100.0","90.9","18.6","03/20/2022"
"50A263","WA","100.0","99.4","100.0","43.5","03/20/2022"
"515001","WV","79.3","96.5","83.3","41.6","03/20/2022"
"515002","WV","79.1","85.5","96.6","32.7","03/20/2022"
"515007","WV","80.2","85.0","76.1","22.0","03/20/2022"
"515012","WV","95.8","100.0","97.8","55.4","03/20/2022"
"515021","WV","94.7","80.9","75.0","50.0","03/20/2022"
"515025","WV","86.5","85.3","89.6","45.7","03/20/2022"
"515028","WV","71.4","90.0","85.0","37.0","03/20/2022"
"515029","WV","97.6","96.6","95.1","41.9","03/20/2022"
"515035","WV","89.4","92.2","59.3","45.3","03/20/2022"
"515037","WV","98.3","93.5","88.5","56.5","03/20/2022"
"515038","WV","91.8","84.1","82.0","42.8","03/20/2022"
"515039","WV","84.5","86.6","84.9","60.3","03/20/2022"
"515047","WV","85.4","80.3","70.5","29.5","03/20/2022"
"515049","WV","88.2","91.9","80.6","12.1","03/20/2022"
"515051","WV","86.7","96.9","100.0","25.8","03/20/2022"
"515052","WV","84.8","94.7","89.6","55.1","03/20/2022"
"515053","WV","84.9","96.0","85.6","36.1","03/20/2022"
"515055","WV","93.8","95.3","90.8","25.6","03/20/2022"
"515057","WV","100.0","97.8","97.7","67.6","03/20/2022"
"515058","WV","90.8","100.0","82.4","44.3","03/20/2022"
"515060","WV","86.3","96.9","84.2","53.5","03/20/2022"
"515061","WV","84.2","99.2","88.1","57.7","03/20/2022"
"515063","WV","97.3","89.6","76.7","45.0","03/20/2022"
"515064","WV","92.5","93.0","91.9","45.1","03/20/2022"
"515065","WV","90.3","92.0","84.5","47.6","03/20/2022"
"515066","WV","89.2","98.6","95.3","50.7","03/20/2022"
"515067","WV","87.9","97.9","88.3","37.1","03/20/2022"
"515069","WV","82.7","87.5","82.3","22.9","03/20/2022"
"515070","WV","91.7","100.0","91.9","57.4","03/20/2022"
"515071","WV","79.1","100.0","82.4","52.1","03/20/2022"
"515072","WV","88.1","86.4","84.4","31.6","03/20/2022"
"515074","WV","75.8","98.9","65.2","32.2","03/20/2022"
"515075","WV","96.3","77.0","96.2","55.3","03/20/2022"
"515076","WV","90.0","83.1","91.9","62.4","03/20/2022"
"515077","WV","96.9","87.0","80.6","27.7","03/20/2022"
"515080","WV","96.4","100.0","92.6","26.2","03/20/2022"
"515081","WV","89.2","100.0","75.8","51.8","03/20/2022"
"515083","WV","84.3","94.0","91.4","35.7","03/20/2022"
"515085","WV","82.8","98.3","78.0","43.9","03/20/2022"
"515086","WV","78.5","91.8","87.0","23.9","03/20/2022"
"515087","WV","88.4","98.4","94.4","39.8","03/20/2022"
"515088","WV","85.7","96.8","85.0","40.7","03/20/2022"
"515089","WV","76.7","88.5","82.0","24.5","03/20/2022"
"515099","WV","96.8","94.6","96.7","51.4","03/20/2022"
"515100","WV","91.4","98.8","79.7","26.5","03/20/2022"
"515102","WV","89.6","97.8","83.3","48.9","03/20/2022"
"515103","WV","88.5","98.6","90.7","54.4","03/20/2022"
"515104","WV","81.4","100.0","75.0","35.9","03/20/2022"
"515105","WV","92.5","96.1","71.0","36.4","03/20/2022"
"515106","WV","82.8","94.9","86.8","60.0","03/20/2022"
"515107","WV","80.6","95.3","79.3","54.2","03/20/2022"
"515110","WV","71.4","99.0","70.0","16.5","03/20/2022"
"515113","WV","84.6","84.5","36.4","28.6","03/20/2022"
"515116","WV","93.6","92.4","84.1","58.7","03/20/2022"
"515117","WV","95.5","98.5","85.7","66.9","03/20/2022"
"515118","WV","70.7","79.7","63.8","0.0","03/20/2022"
"515120","WV","88.8","80.8","81.6","19.7","03/20/2022"
"515121","WV","81.5","95.2","86.4","48.8","03/20/2022"
"515122","WV","75.2","89.8","83.5","47.7","03/20/2022"
"515123","WV","88.7","86.2","97.9","12.5","03/20/2022"
"515124","WV","85.7","74.0","94.4","59.2","03/20/2022"
"515125","WV","93.0","100.0","73.6","76.8","03/20/2022"
"515128","WV","89.6","96.9","85.3","44.0","03/20/2022"
"515129","WV","81.8","91.1","94.4","27.5","03/20/2022"
"515130","WV","83.3","91.0","95.0","30.6","03/20/2022"
"515131","WV","80.6","97.4","74.0","9.2","03/20/2022"
"515133","WV","93.2","92.0","83.6","49.4","03/20/2022"
"515134","WV","96.4","87.6","81.1","40.0","03/20/2022"
"515137","WV","86.7","93.4","87.1","34.6","03/20/2022"
"515140","WV","98.9","97.2","86.4","61.6","03/20/2022"
"515141","WV","93.2","90.9","81.8","36.3","03/20/2022"
"515142","WV","94.6","98.7","83.0","60.0","03/20/2022"
"515144","WV","83.3","90.2","89.3","29.7","03/20/2022"
"515146","WV","86.7","98.3","78.2","47.8","03/20/2022"
"515147","WV","88.0","96.5","89.0","44.0","03/20/2022"
"515151","WV","82.3","88.5","80.0","39.0","03/20/2022"
"515152","WV","96.3","100.0","98.1","69.1","03/20/2022"
"515153","WV","92.0","98.9","76.1","20.0","03/20/2022"
"515155","WV","84.4","100.0","89.1","40.7","03/20/2022"
"515156","WV","74.3","74.6","72.0","26.4","03/20/2022"
"515159","WV","81.9","99.3","92.6","26.6","03/20/2022"
"515160","WV","98.4","87.9","91.7","47.1","03/20/2022"
"515162","WV","88.9","94.2","82.5","78.3","03/20/2022"
"515163","WV","84.6","72.5","93.2","43.2","03/20/2022"
"515164","WV","92.2","98.8","91.5","67.5","03/20/2022"
"515165","WV","93.0","98.8","98.1","72.8","03/20/2022"
"515166","WV","83.9","94.4","87.2","55.1","03/20/2022"
"515167","WV","82.3","94.9","89.2","56.4","03/20/2022"
"515168","WV","88.9","93.0","78.6","47.5","03/20/2022"
"515169","WV","89.2","96.6","87.1","43.9","03/20/2022"
"515170","WV","97.6","94.5","78.3","43.3","03/20/2022"
"515171","WV","98.4","97.8","75.4","56.0","03/20/2022"
"515173","WV","89.5","97.3","72.5","56.9","03/20/2022"
"515174","WV","97.2","96.6","97.1","65.2","03/20/2022"
"515175","WV","95.6","98.9","92.3","65.5","03/20/2022"
"515176","WV","88.7","100.0","92.7","56.2","03/20/2022"
"515177","WV","87.3","97.0","85.5","41.7","03/20/2022"
"515178","WV","91.4","98.8","79.7","40.0","03/20/2022"
"515179","WV","92.2","99.2","79.7","45.3","03/20/2022"
"515180","WV","92.9","95.4","86.5","81.9","03/20/2022"
"515181","WV","85.7","92.3","78.6","77.8","03/20/2022"
"515182","WV","90.3","98.8","92.9","54.4","03/20/2022"
"515183","WV","92.6","95.8","90.5","43.5","03/20/2022"
"515184","WV","59.1","60.5","84.6","46.2","03/20/2022"
"515185","WV","88.2","98.0","86.7","50.5","03/20/2022"
"515186","WV","100.0","98.7","79.5","44.6","03/20/2022"
"515187","WV","96.1","90.7","89.9","58.2","03/20/2022"
"515188","WV","94.9","98.8","78.6","50.6","03/20/2022"
"515189","WV","89.8","86.0","100.0","75.0","03/20/2022"
"515191","WV","67.6","89.6","100.0","34.9","03/20/2022"
"515192","WV","90.9","96.7","90.0","32.8","03/20/2022"
"515193","WV","100.0","100.0","92.9","37.3","03/20/2022"
"515194","WV","90.4","95.9","81.8","51.1","03/20/2022"
"515195","WV","Not Available","67.2","Not Available","13.3","03/20/2022"
"515196","WV","76.6","93.3","83.7","25.0","03/20/2022"
"515197","WV","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"51A009","WV","84.6","94.6","100.0","25.7","03/20/2022"
"51A013","WV","87.0","85.0","70.0","49.0","03/20/2022"
"51E109","WV","100.0","85.2","100.0","68.5","03/20/2022"
"51E124","WV","98.2","90.2","87.3","40.8","03/20/2022"
"51E148","WV","91.1","77.7","92.7","43.6","03/20/2022"
"51E150","WV","100.0","96.4","100.0","33.3","03/20/2022"
"51E154","WV","100.0","97.8","96.8","88.9","03/20/2022"
"525019","WI","89.7","80.1","88.6","27.4","03/20/2022"
"525061","WI","82.7","87.1","84.0","28.9","03/20/2022"
"525064","WI","95.7","85.6","75.6","35.1","03/20/2022"
"525069","WI","85.0","89.6","80.6","23.3","03/20/2022"
"525074","WI","83.1","83.5","76.3","19.8","03/20/2022"
"525085","WI","97.0","96.8","84.4","48.4","03/20/2022"
"525088","WI","100.0","96.2","95.8","53.0","03/20/2022"
"525098","WI","96.9","83.8","93.5","62.7","03/20/2022"
"525108","WI","72.6","98.1","61.0","14.0","03/20/2022"
"525114","WI","100.0","100.0","98.2","69.1","03/20/2022"
"525125","WI","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"525132","WI","90.8","85.1","94.5","36.6","03/20/2022"
"525165","WI","84.5","74.3","93.9","11.5","03/20/2022"
"525172","WI","97.5","99.6","100.0","53.0","03/20/2022"
"525179","WI","69.3","81.6","67.1","23.2","03/20/2022"
"525209","WI","97.4","79.3","97.4","55.7","03/20/2022"
"525212","WI","91.8","96.3","53.3","48.1","03/20/2022"
"525219","WI","89.4","92.9","83.3","29.1","03/20/2022"
"525232","WI","88.9","76.6","89.3","51.4","03/20/2022"
"525241","WI","95.7","95.6","97.7","67.8","03/20/2022"
"525242","WI","85.7","86.0","84.8","45.7","03/20/2022"
"525262","WI","92.1","85.7","39.7","13.0","03/20/2022"
"525264","WI","73.3","80.8","69.7","22.0","03/20/2022"
"525265","WI","98.6","94.9","95.6","59.9","03/20/2022"
"525266","WI","94.4","92.6","68.7","20.2","03/20/2022"
"525270","WI","79.5","87.0","67.7","36.8","03/20/2022"
"525271","WI","87.7","80.1","83.0","53.0","03/20/2022"
"525273","WI","88.2","90.7","75.6","39.8","03/20/2022"
"525274","WI","85.7","86.7","88.1","51.6","03/20/2022"
"525276","WI","98.3","91.4","99.1","56.1","03/20/2022"
"525279","WI","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"525281","WI","86.0","95.9","70.3","28.0","03/20/2022"
"525282","WI","80.3","82.3","69.8","100.0","03/20/2022"
"525286","WI","78.9","89.6","83.3","25.6","03/20/2022"
"525290","WI","91.3","98.9","93.7","46.5","03/20/2022"
"525292","WI","91.3","88.7","85.7","49.1","03/20/2022"
"525299","WI","83.1","88.7","91.5","45.2","03/20/2022"
"525304","WI","83.6","76.1","91.1","62.7","03/20/2022"
"525305","WI","100.0","100.0","100.0","45.3","03/20/2022"
"525306","WI","97.6","94.0","97.6","53.2","03/20/2022"
"525307","WI","98.1","92.4","92.2","45.9","03/20/2022"
"525313","WI","90.9","98.4","82.5","71.4","03/20/2022"
"525314","WI","100.0","79.2","86.4","50.0","03/20/2022"
"525315","WI","76.0","60.0","63.2","23.8","03/20/2022"
"525316","WI","87.0","91.9","70.0","23.5","03/20/2022"
"525317","WI","98.4","88.9","88.3","59.4","03/20/2022"
"525318","WI","87.1","86.5","19.7","9.4","03/20/2022"
"525319","WI","74.7","91.9","72.3","7.0","03/20/2022"
"525321","WI","88.6","81.7","69.2","49.0","03/20/2022"
"525324","WI","89.5","83.7","88.2","58.5","03/20/2022"
"525325","WI","85.1","82.6","85.8","28.9","03/20/2022"
"525326","WI","89.3","66.8","85.3","39.3","03/20/2022"
"525327","WI","97.2","99.3","88.6","73.3","03/20/2022"
"525328","WI","93.5","89.9","100.0","63.8","03/20/2022"
"525329","WI","84.4","67.9","74.1","57.9","03/20/2022"
"525330","WI","80.0","92.4","83.3","31.8","03/20/2022"
"525331","WI","96.7","94.1","0.0","18.9","03/20/2022"
"525332","WI","85.1","85.2","95.0","96.2","03/20/2022"
"525333","WI","80.6","94.6","80.0","30.7","03/20/2022"
"525334","WI","88.1","75.4","86.5","23.3","03/20/2022"
"525335","WI","86.8","75.7","78.8","41.5","03/20/2022"
"525337","WI","93.3","84.6","93.8","49.5","03/20/2022"
"525338","WI","95.0","84.3","15.8","55.1","03/20/2022"
"525342","WI","83.0","86.5","97.7","50.6","03/20/2022"
"525343","WI","70.7","70.2","72.4","66.7","03/20/2022"
"525346","WI","100.0","77.9","92.0","67.9","03/20/2022"
"525348","WI","80.6","79.2","82.8","31.6","03/20/2022"
"525350","WI","83.3","75.3","75.0","37.7","03/20/2022"
"525351","WI","92.5","96.6","94.6","54.1","03/20/2022"
"525352","WI","86.4","78.9","92.1","36.7","03/20/2022"
"525353","WI","96.6","83.8","78.6","40.3","03/20/2022"
"525354","WI","96.3","86.8","88.5","69.7","03/20/2022"
"525355","WI","89.8","83.9","97.7","55.6","03/20/2022"
"525357","WI","74.1","56.5","100.0","46.2","03/20/2022"
"525358","WI","78.6","65.2","84.8","63.3","03/20/2022"
"525359","WI","85.5","81.0","0.0","0.0","03/20/2022"
"525362","WI","100.0","95.3","100.0","90.2","03/20/2022"
"525363","WI","89.4","87.3","83.3","10.9","03/20/2022"
"525365","WI","91.7","85.3","95.5","53.5","03/20/2022"
"525369","WI","94.2","78.4","81.6","39.1","03/20/2022"
"525370","WI","100.0","89.6","93.5","66.1","03/20/2022"
"525371","WI","78.5","84.4","67.1","28.6","03/20/2022"
"525372","WI","98.5","97.4","95.5","55.4","03/20/2022"
"525373","WI","97.2","75.7","91.4","45.3","03/20/2022"
"525375","WI","100.0","89.0","97.4","0.7","03/20/2022"
"525376","WI","93.3","90.3","100.0","69.6","03/20/2022"
"525377","WI","100.0","97.7","93.3","51.9","03/20/2022"
"525379","WI","82.1","84.1","73.9","45.3","03/20/2022"
"525380","WI","100.0","97.0","79.2","67.2","03/20/2022"
"525382","WI","100.0","90.6","96.8","31.3","03/20/2022"
"525383","WI","100.0","95.8","95.5","54.3","03/20/2022"
"525386","WI","100.0","98.5","97.4","50.0","03/20/2022"
"525387","WI","96.3","92.0","84.6","75.5","03/20/2022"
"525389","WI","80.0","96.0","34.1","24.2","03/20/2022"
"525390","WI","95.5","95.2","87.1","51.8","03/20/2022"
"525391","WI","79.4","84.1","92.0","72.2","03/20/2022"
"525395","WI","80.6","89.9","100.0","23.9","03/20/2022"
"525396","WI","100.0","96.0","95.2","51.2","03/20/2022"
"525397","WI","85.1","78.5","71.4","59.7","03/20/2022"
"525398","WI","90.7","73.0","97.4","58.7","03/20/2022"
"525402","WI","87.2","69.7","82.4","47.8","03/20/2022"
"525403","WI","88.8","53.2","86.6","43.7","03/20/2022"
"525405","WI","89.2","89.4","15.2","1.7","03/20/2022"
"525406","WI","80.6","93.8","75.9","55.7","03/20/2022"
"525408","WI","97.8","98.7","100.0","71.6","03/20/2022"
"525409","WI","97.8","94.0","100.0","43.0","03/20/2022"
"525410","WI","98.3","89.1","84.2","63.2","03/20/2022"
"525411","WI","80.0","68.3","80.0","41.5","03/20/2022"
"525412","WI","90.3","70.7","92.9","54.7","03/20/2022"
"525413","WI","95.0","82.3","97.4","46.2","03/20/2022"
"525414","WI","85.4","73.0","75.6","21.5","03/20/2022"
"525415","WI","85.1","55.0","50.0","39.4","03/20/2022"
"525417","WI","69.9","96.3","72.5","39.8","03/20/2022"
"525418","WI","90.2","87.4","83.6","36.9","03/20/2022"
"525419","WI","100.0","97.6","94.3","60.5","03/20/2022"
"525421","WI","88.2","89.5","83.3","54.1","03/20/2022"
"525422","WI","92.3","94.1","83.3","60.4","03/20/2022"
"525424","WI","82.5","86.0","33.8","19.4","03/20/2022"
"525425","WI","86.1","70.7","71.0","50.0","03/20/2022"
"525426","WI","94.1","99.5","97.5","59.4","03/20/2022"
"525429","WI","88.5","91.5","76.1","36.1","03/20/2022"
"525430","WI","100.0","96.1","94.2","38.2","03/20/2022"
"525431","WI","84.4","89.1","76.3","59.2","03/20/2022"
"525433","WI","93.8","86.0","100.0","52.0","03/20/2022"
"525434","WI","90.3","90.2","57.1","56.5","03/20/2022"
"525435","WI","89.4","80.7","90.5","33.8","03/20/2022"
"525437","WI","83.8","76.0","77.4","39.5","03/20/2022"
"525438","WI","94.4","88.7","88.2","66.4","03/20/2022"
"525440","WI","92.3","80.4","97.2","54.1","03/20/2022"
"525441","WI","94.9","76.4","78.4","29.7","03/20/2022"
"525442","WI","94.6","81.7","85.7","67.3","03/20/2022"
"525443","WI","98.0","92.3","97.9","60.0","03/20/2022"
"525445","WI","100.0","87.5","95.8","51.0","03/20/2022"
"525447","WI","93.8","98.0","96.7","53.5","03/20/2022"
"525449","WI","68.0","69.3","58.8","15.4","03/20/2022"
"525451","WI","91.4","81.2","92.5","50.0","03/20/2022"
"525452","WI","93.8","88.6","91.7","43.5","03/20/2022"
"525453","WI","95.0","85.2","90.9","52.3","03/20/2022"
"525454","WI","93.6","93.9","93.2","47.6","03/20/2022"
"525455","WI","94.4","88.4","99.0","64.3","03/20/2022"
"525456","WI","96.2","84.0","96.0","64.3","03/20/2022"
"525457","WI","92.0","85.4","91.3","52.1","03/20/2022"
"525458","WI","100.0","78.8","83.7","35.4","03/20/2022"
"525459","WI","91.5","82.8","89.2","49.6","03/20/2022"
"525461","WI","91.5","93.5","0.0","0.0","03/20/2022"
"525462","WI","97.6","90.3","94.0","56.9","03/20/2022"
"525463","WI","100.0","98.5","91.2","61.4","03/20/2022"
